Date,Revenue,COGS,number_of_order,number_of_customer,sum_of_sessions,sum_of_page_views,sum_of_shipping_fee,number_visitor_review,mean_of_rating,sum_of_refund,number_of_customer_signup
2014-02-18,4902775.35,3900047.01,185,182,15257.0,57332.0,547.87,15.0,3.933333333333333,31278.89,22.0
2014-02-19,4469573.84,3530912.16,163,160,15472.0,62065.0,731.74,24.0,4.041666666666667,189177.58,18.0
2014-02-20,3050037.65,2452045.97,120,119,15337.0,72379.0,748.13,25.0,3.76,52392.159999999996,14.0
2014-02-21,3394380.68,2732646.22,146,145,12479.0,62474.0,639.08,21.0,3.8095238095238093,122774.52,13.0
2014-02-22,4262143.74,3402076.06,160,160,16863.0,89182.0,799.0500000000001,24.0,4.208333333333333,148895.48,13.0
2014-02-23,3997442.72,3186343.91,167,164,18734.0,100009.0,545.3,28.0,3.607142857142857,107938.15,10.0
2014-02-24,4743111.4,3834496.32,191,191,16007.0,56518.0,680.04,24.0,3.75,83554.23,9.0
2014-02-25,6869199.08,5572490.58,279,278,17906.0,67027.0,676.3,25.0,3.96,122536.23999999999,17.0
2014-02-26,7766238.39,6157127.45,323,317,15690.0,75723.0,974.38,30.0,3.8666666666666667,102503.54000000001,13.0
2014-02-27,5932389.78,4717814.02,245,244,16405.0,58497.0,784.1,29.0,4.241379310344827,206209.52,12.0
2014-02-28,5511196.67,4511480.57,209,209,13184.0,64378.0,1023.11,27.0,4.185185185185185,108102.3,15.0
2014-03-01,4400079.49,3611872.46,190,189,23068.0,89795.0,1068.66,18.0,3.5,45707.98,11.0
2014-03-02,4943352.33,3968450.0,197,197,23861.0,83970.0,846.8,26.0,3.8461538461538463,102990.44,9.0
2014-03-03,3637156.46,2881941.03,123,121,22641.0,108362.0,693.67,27.0,4.148148148148148,55493.31,10.0
2014-03-04,4742209.79,3846248.96,152,152,20167.0,97482.0,757.99,25.0,3.52,173325.04,9.0
2014-03-05,5310211.41,4366670.54,200,197,23200.0,80376.0,755.48,20.0,4.25,123671.63,16.0
2014-03-06,5506734.13,4454685.13,192,192,24291.0,86328.0,579.08,29.0,4.0,93070.94,11.0
2014-03-07,3167820.98,2582186.62,117,116,20656.0,109054.0,518.34,28.0,3.75,144822.82,15.0
2014-03-08,3577664.95,2914921.51,124,123,20789.0,93141.0,770.84,28.0,3.5714285714285716,126171.79999999999,14.0
2014-03-09,3828277.38,3070464.44,150,150,20453.0,92789.0,471.41,28.0,3.9285714285714284,76559.51,9.0
2014-03-10,4725035.68,3759283.28,158,157,22824.0,119164.0,494.63,34.0,3.911764705882353,132933.72,15.0
2014-03-11,5775004.59,4559934.88,207,205,21099.0,103643.0,586.6800000000001,32.0,4.1875,48128.48,17.0
2014-03-12,6930320.53,5534691.64,268,266,21452.0,83714.0,548.8,28.0,3.75,109272.71,11.0
2014-03-13,5304893.97,4244468.26,212,209,22441.0,121601.0,820.11,24.0,3.875,107038.23,11.0
2014-03-14,4544809.4,3647946.39,169,168,21483.0,116693.0,756.56,34.0,3.764705882352941,123654.97,19.0
2014-03-15,4691387.16,3744464.98,194,192,21970.0,77321.0,859.26,25.0,4.16,33292.159999999996,11.0
2014-03-16,5553669.8,4426899.92,230,229,24630.0,97783.0,1070.17,29.0,4.172413793103448,164894.19,11.0
2014-03-17,6623777.28,5406586.76,256,256,23340.0,125068.0,986.77,27.0,3.814814814814815,207879.72999999998,13.0
2014-03-18,5707570.51,4657479.17,242,237,21053.0,111523.0,1136.1,35.0,4.0285714285714285,95010.11,8.0
2014-03-19,7282983.0,6147005.74,309,305,21922.0,74242.0,1130.81,41.0,4.317073170731708,213613.31,19.0
2014-03-20,6459634.76,5394910.61,268,264,20278.0,82640.0,1000.66,33.0,4.363636363636363,87096.44,14.0
2014-03-21,4506741.28,3883392.78,198,198,21123.0,83362.0,1126.21,33.0,4.0,219328.63,15.0
2014-03-22,4682426.76,4390336.24,213,208,21770.0,96726.0,1388.63,45.0,3.888888888888889,84118.64,13.0
2014-03-23,5239607.0,4727286.58,245,244,20889.0,67631.0,895.42,35.0,3.8857142857142857,164850.14,10.0
2014-03-24,5516390.06,5135733.73,248,246,18783.0,72777.0,1087.32,27.0,4.185185185185185,162412.02,10.0
2014-03-25,6858764.17,6248964.6,315,315,20978.0,73386.0,1387.39,41.0,3.731707317073171,117599.77,14.0
2014-03-26,7966063.19,7366934.0,371,365,20541.0,84830.0,1350.26,48.0,4.083333333333333,65635.38,14.0
2014-03-27,8330175.47,7600114.49,367,361,22481.0,111766.0,1499.27,30.0,3.566666666666667,98997.06,8.0
2014-03-28,5747360.19,5214181.96,275,271,21260.0,81224.0,1865.31,45.0,4.111111111111111,61822.64,9.0
2014-03-29,6857129.34,6302802.0,303,302,24623.0,90493.0,1621.87,28.0,3.892857142857143,212416.15,12.0
2014-03-30,12784107.1,11757805.12,577,575,21014.0,96869.0,1676.67,33.0,3.9393939393939394,106752.91,8.0
2014-03-31,12312523.89,11321960.71,583,576,23037.0,99689.0,1899.51,38.0,3.6842105263157894,232905.36000000002,17.0
2014-04-01,12163891.23,11150883.99,554,552,31669.0,146762.0,2483.21,32.0,4.0,173233.85,20.0
2014-04-02,13046471.25,11843249.22,598,582,31084.0,121167.0,2569.24,43.0,4.046511627906977,83516.45,12.0
2014-04-03,9642469.77,8683847.27,432,425,27680.0,123121.0,2649.74,40.0,4.1,195211.13999999998,5.0
2014-04-04,3027057.03,2762337.1,137,137,33564.0,178036.0,2035.66,31.0,4.096774193548387,243487.68,12.0
2014-04-05,4578612.03,4277766.79,187,187,29571.0,141514.0,1586.42,41.0,3.8048780487804876,72905.02,14.0
2014-04-06,4749333.13,4416528.48,206,204,29897.0,113402.0,1248.99,54.0,4.0,99919.43000000001,14.0
2014-04-07,4614814.59,4275798.75,220,219,27724.0,96746.0,847.23,39.0,4.153846153846154,120179.58,10.0
2014-04-08,6392830.04,5806623.81,264,264,27636.0,143557.0,1106.52,42.0,4.0,100720.9,12.0
2014-04-09,6139037.72,5584747.6,261,259,29270.0,145987.0,1254.97,54.0,3.7777777777777777,98876.47,17.0
2014-04-10,5203589.72,4738923.88,220,220,29376.0,105496.0,1034.97,48.0,3.8125,286206.95,9.0
2014-04-11,5105964.56,4552400.07,211,210,27935.0,118469.0,1211.7,49.0,3.7755102040816326,167328.27000000002,12.0
2014-04-12,5687376.75,5248378.46,260,256,28989.0,124163.0,1295.1,66.0,3.8333333333333335,209671.54,11.0
2014-04-13,4945405.38,4494711.75,241,238,32172.0,152724.0,1121.29,57.0,3.9298245614035086,102573.56999999999,12.0
2014-04-14,6921493.59,6054527.76,307,303,28984.0,99668.0,1181.6299999999999,59.0,3.8666666666666667,146057.58000000002,13.0
2014-04-15,7871571.71,6776042.49,356,353,31036.0,162557.0,1227.33,49.0,3.795918367346939,213699.41,11.0
2014-04-16,7912857.96,6785359.76,302,301,29288.0,143059.0,1651.27,43.0,4.27906976744186,261086.59,15.0
2014-04-17,5557754.18,4737292.06,208,206,26998.0,95425.0,1513.54,57.0,4.175438596491228,521279.22,15.0
2014-04-18,5700339.67,4462371.41,253,250,28486.0,108624.0,1265.37,50.0,4.02,272903.02,13.0
2014-04-19,6624958.05,5350753.37,244,241,31395.0,144900.0,948.72,55.0,4.254545454545455,212340.04,15.0
2014-04-20,6418388.34,5065177.85,245,242,30149.0,144722.0,1077.92,66.0,3.9545454545454546,157381.24,17.0
2014-04-21,8414591.83,6893636.69,336,334,32674.0,140656.0,1014.42,60.0,4.05,141829.52,17.0
2014-04-22,10131097.46,8109722.27,397,393,32103.0,159800.0,1282.1100000000001,61.0,3.9193548387096775,228268.84,14.0
2014-04-23,8191044.84,6573636.73,319,312,26922.0,128715.0,1139.21,41.0,4.170731707317073,403538.82,11.0
2014-04-24,6761050.63,5427294.9,262,262,28696.0,100395.0,1084.1200000000001,44.0,3.9545454545454546,238694.35,12.0
2014-04-25,7297129.72,5878423.04,287,283,32626.0,149274.0,1447.1,51.0,3.7058823529411766,233641.0,10.0
2014-04-26,7473782.26,5884034.36,295,293,28597.0,120686.0,1049.89,54.0,3.7454545454545456,225871.94,11.0
2014-04-27,9019804.81,7060147.55,328,325,31694.0,170628.0,1182.65,65.0,3.876923076923077,262244.39,5.0
2014-04-28,11814441.72,9367036.91,448,445,27759.0,138714.0,1251.9,60.0,3.9166666666666665,232250.03,6.0
2014-04-29,17347427.27,13752034.86,700,690,32248.0,163941.0,1935.44,58.0,3.8620689655172415,331782.95,12.0
2014-04-30,13811054.06,10868835.13,549,539,30939.0,133474.0,1841.2,53.0,4.037735849056604,283178.42,12.0
2014-05-01,13289875.45,10604429.39,498,497,25885.0,123888.0,2098.97,49.0,3.9183673469387754,105996.83,15.0
2014-05-02,9037359.63,7277515.81,358,353,31644.0,153075.0,2252.1,54.0,3.759259259259259,95320.13,16.0
2014-05-03,8214103.42,6577016.62,304,302,28317.0,114920.0,1844.09,59.0,3.816666666666667,180931.55,11.0
2014-05-04,2887053.22,2293661.95,93,93,27998.0,124889.0,1102.97,59.0,3.8666666666666667,210737.02,6.0
2014-05-05,4251113.98,3397014.1,148,147,25934.0,98145.0,783.34,48.0,3.6458333333333335,199998.39,9.0
2014-05-06,5130961.6,4130431.51,181,179,28880.0,132987.0,670.18,71.0,3.7746478873239435,253595.11,11.0
2014-05-07,6175024.0,5012292.24,233,232,30417.0,105056.0,762.36,57.0,3.9473684210526314,166501.83,9.0
2014-05-08,6845994.59,5424944.1,262,260,22054.0,78562.0,926.61,59.0,3.983050847457627,295458.22000000003,12.0
2014-05-09,3896896.85,3172234.57,164,164,26222.0,92295.0,726.85,56.0,4.125,374242.60000000003,12.0
2014-05-10,5476367.67,4341371.17,203,202,25378.0,109459.0,819.09,53.0,4.0754716981132075,232131.3,12.0
2014-05-11,5960839.36,4817268.38,240,239,29095.0,94942.0,629.57,76.0,3.8815789473684212,226376.0,10.0
2014-05-12,6171798.51,4876269.62,244,243,28899.0,134458.0,773.73,53.0,4.150943396226415,260844.85,17.0
2014-05-13,6357034.06,5124302.35,265,264,26739.0,92280.0,813.03,55.0,4.072727272727272,351568.77,11.0
2014-05-14,8953168.22,7238881.78,339,335,25709.0,111615.0,1528.58,46.0,3.717391304347826,323318.38,14.0
2014-05-15,7521179.22,5970183.39,302,300,30110.0,157951.0,1317.63,52.0,3.7115384615384617,382252.26,15.0
2014-05-16,7254155.54,5828882.18,261,258,27531.0,105553.0,998.41,44.0,3.8863636363636362,341789.67,15.0
2014-05-17,6473741.19,5173264.38,246,243,26128.0,123104.0,1132.17,43.0,4.0,169288.66,13.0
2014-05-18,7502869.16,6017924.93,278,275,25658.0,96643.0,985.62,66.0,4.03030303030303,400509.62,14.0
2014-05-19,6717427.22,5373895.24,280,278,29037.0,134048.0,1212.69,50.0,3.84,202383.83,15.0
2014-05-20,6998009.98,5565704.32,306,303,29515.0,159233.0,1500.98,53.0,3.830188679245283,303771.94,11.0
2014-05-21,9232803.8,7257287.25,383,381,27548.0,139667.0,1376.83,47.0,3.74468085106383,155477.75,15.0
2014-05-22,8682669.79,6984588.89,338,334,27824.0,112503.0,1265.47,59.0,3.9322033898305087,202782.54,11.0
2014-05-23,6481511.11,5117307.95,264,263,28489.0,96527.0,1549.87,47.0,4.0212765957446805,247123.59,11.0
2014-05-24,5624884.34,4535522.53,226,226,25209.0,92373.0,1735.29,64.0,4.030769230769231,363125.82,14.0
2014-05-25,7834743.41,6254562.47,285,283,30338.0,120860.0,1093.12,72.0,4.013888888888889,278345.84,13.0
2014-05-26,7196331.6,5750840.38,295,295,29609.0,125918.0,934.24,62.0,4.0,239061.87,8.0
2014-05-27,11197544.52,8926851.08,466,461,30146.0,145944.0,1214.7,51.0,3.843137254901961,331816.07,10.0
2014-05-28,14237002.33,11276884.86,613,600,27952.0,110221.0,1675.29,52.0,4.038461538461538,206070.9,14.0
2014-05-29,12708438.64,10157319.36,558,552,30992.0,135079.0,2113.67,43.0,3.953488372093023,198609.74,9.0
2014-05-30,13573669.01,10729950.95,598,592,28560.0,116268.0,2719.35,65.0,3.923076923076923,142111.09,7.0
2014-05-31,12424970.9,9985304.33,513,507,27754.0,120629.0,2376.84,48.0,3.875,88933.71,24.0
2014-06-01,11536710.05,9170211.02,465,462,28531.0,139896.0,2249.95,64.0,3.953125,133747.43,17.0
2014-06-02,10120772.07,8076952.84,379,377,29119.0,98811.0,2249.73,49.0,3.7551020408163267,196723.6,13.0
2014-06-03,7433951.35,5784897.37,283,282,27485.0,92388.0,1960.51,55.0,3.4727272727272727,247306.63,16.0
2014-06-04,6422990.57,5214120.6,221,219,31372.0,167700.0,1137.92,38.0,3.973684210526316,392423.63,15.0
2014-06-05,4701261.04,3843536.1,143,143,30289.0,134531.0,708.59,56.0,3.982142857142857,173612.30000000002,10.0
2014-06-06,4455750.46,3475184.85,179,179,27136.0,118099.0,681.33,53.0,3.981132075471698,370748.39,19.0
2014-06-07,5291724.53,4145797.41,194,191,31059.0,145769.0,812.96,43.0,3.627906976744186,176276.94,12.0
2014-06-08,5672479.42,4555972.93,206,203,28049.0,129406.0,611.85,59.0,4.0508474576271185,156710.91999999998,10.0
2014-06-09,5745736.68,4655455.78,240,239,30401.0,102124.0,991.13,53.0,3.574074074074074,147153.23,17.0
2014-06-10,8176131.42,6751336.8,320,319,27671.0,121832.0,718.79,58.0,3.810344827586207,302165.28,11.0
2014-06-11,6815089.25,5416132.65,269,267,31871.0,140141.0,1170.43,50.0,4.06,389913.93,9.0
2014-06-12,6198469.27,4930278.7,233,228,29120.0,145416.0,1167.99,53.0,4.018867924528302,49631.049999999996,13.0
2014-06-13,5808360.57,4689299.84,218,217,30261.0,108371.0,1338.9,60.0,4.098360655737705,191082.04,18.0
2014-06-14,6159350.48,4887308.6,238,237,29999.0,122404.0,1150.14,59.0,3.9661016949152543,302671.49,7.0
2014-06-15,6251988.62,5001362.67,233,231,31223.0,133930.0,793.58,71.0,4.112676056338028,341732.37,9.0
2014-06-16,7506669.47,5993922.63,284,284,23259.0,110680.0,1120.27,59.0,3.9491525423728815,257758.0,13.0
2014-06-17,7985873.38,6364228.97,331,330,29091.0,108429.0,965.72,63.0,4.095238095238095,221199.27,6.0
2014-06-18,6928139.58,5573372.83,291,290,22476.0,93356.0,1309.67,59.0,3.9491525423728815,235176.86000000002,13.0
2014-06-19,5160401.64,4101123.87,206,205,27866.0,95424.0,1159.85,52.0,4.019230769230769,286648.02999999997,11.0
2014-06-20,5726955.46,4649863.18,230,229,30816.0,118380.0,1023.1,49.0,4.0,321553.84,15.0
2014-06-21,5534870.9,4397465.45,230,228,30622.0,112749.0,1188.13,52.0,3.769230769230769,152572.6,13.0
2014-06-22,6871043.81,5449439.25,261,259,30032.0,142020.0,1156.5,55.0,3.7454545454545456,128078.20999999999,11.0
2014-06-23,7520898.79,6115811.37,298,295,28623.0,155716.0,888.2,61.0,4.098360655737705,296950.62,9.0
2014-06-24,8318751.36,7165579.48,350,346,31892.0,153112.0,1028.66,51.0,3.9607843137254903,178308.49,16.0
2014-06-25,7464560.81,6650267.82,325,322,30658.0,153275.0,1144.95,57.0,3.754385964912281,314482.98,15.0
2014-06-26,5465498.81,5160550.9,232,231,28821.0,104924.0,1100.09,54.0,3.685185185185185,268133.95,10.0
2014-06-27,6215342.27,5942103.5,263,260,31165.0,117512.0,1543.49,59.0,4.033898305084746,382076.73,12.0
2014-06-28,6715989.51,6489880.35,330,327,28913.0,128800.0,1425.08,38.0,3.763157894736842,411024.43,10.0
2014-06-29,10967240.25,10676762.03,541,536,30012.0,121789.0,1576.27,57.0,3.754385964912281,238053.09,15.0
2014-06-30,8960784.4,8779889.34,481,479,25122.0,93098.0,2332.47,56.0,4.053571428571429,207411.24,17.0
2014-07-01,9836345.7,9652958.13,470,467,24118.0,127394.0,2435.51,51.0,3.803921568627451,207630.35,14.0
2014-07-02,8037264.4,7829854.35,407,402,22829.0,88984.0,2511.42,53.0,3.943396226415094,87599.20999999999,15.0
2014-07-03,6599126.14,6280312.35,313,311,24291.0,87191.0,2480.5,53.0,4.0754716981132075,279158.02,11.0
2014-07-04,1539342.27,1546984.48,67,67,19697.0,67832.0,1839.27,54.0,4.0,117702.87,19.0
2014-07-05,2247607.0,2088267.2,83,83,21042.0,91459.0,1056.72,43.0,3.627906976744186,186357.75,12.0
2014-07-06,2992177.47,2950653.66,133,132,23161.0,106661.0,764.91,49.0,3.510204081632653,246735.30000000002,14.0
2014-07-07,3321041.63,3237780.91,166,165,23149.0,116966.0,619.95,49.0,3.5306122448979593,172295.75,19.0
2014-07-08,4389991.98,4344681.53,186,184,25383.0,98382.0,642.55,42.0,3.880952380952381,210583.27000000002,17.0
2014-07-09,5089459.45,5002533.36,227,226,21166.0,101109.0,796.85,47.0,3.723404255319149,284237.74,20.0
2014-07-10,5277348.24,5193788.09,238,238,24785.0,130982.0,1043.24,45.0,3.9555555555555557,142023.28,13.0
2014-07-11,3680744.54,3649066.92,160,160,23966.0,81909.0,745.51,50.0,4.02,244987.89,12.0
2014-07-12,3635150.5,3488161.59,177,176,23198.0,106668.0,1092.21,40.0,3.675,112657.21,14.0
2014-07-13,4538183.38,4461396.49,202,201,21016.0,112942.0,874.09,50.0,3.9,230492.47,18.0
2014-07-14,4180514.48,4093927.18,209,209,22862.0,90583.0,903.25,49.0,3.9591836734693877,181715.3,14.0
2014-07-15,4729914.86,4685468.3,226,225,23206.0,74689.0,1096.74,46.0,4.173913043478261,303207.32,13.0
2014-07-16,5725200.44,5688906.29,291,289,25448.0,86877.0,1420.12,52.0,4.019230769230769,188741.0,11.0
2014-07-17,5475110.93,5378778.65,260,257,24173.0,106949.0,1181.81,44.0,4.0227272727272725,214242.13999999998,12.0
2014-07-18,4518235.32,4447047.74,220,219,22467.0,105153.0,1303.75,38.0,3.973684210526316,221595.44,13.0
2014-07-19,4203668.56,3770693.84,188,186,19637.0,102829.0,1120.41,46.0,4.021739130434782,158403.34,13.0
2014-07-20,4322625.55,3600969.69,182,181,23071.0,125329.0,1484.75,39.0,4.230769230769231,186517.25,14.0
2014-07-21,4796649.21,3768111.9,193,192,23563.0,117759.0,1093.88,38.0,3.789473684210526,248437.79,8.0
2014-07-22,6208113.76,5011530.91,257,256,20852.0,98954.0,1026.81,56.0,3.767857142857143,155657.37,13.0
2014-07-23,7566031.17,5950276.5,292,291,20563.0,99371.0,969.65,40.0,4.2,116439.52,17.0
2014-07-24,5905615.09,4674430.56,252,250,20142.0,101375.0,738.78,51.0,3.5686274509803924,77262.73999999999,13.0
2014-07-25,4437108.92,3571085.86,179,179,23097.0,79029.0,1074.0,52.0,3.8076923076923075,339271.27,12.0
2014-07-26,4875867.56,3838617.04,205,205,24247.0,103070.0,1093.52,46.0,4.282608695652174,217160.72,12.0
2014-07-27,4695097.96,3728682.43,211,211,21988.0,95568.0,1107.06,54.0,3.8545454545454545,171837.44999999998,20.0
2014-07-28,5659848.32,4577648.87,227,225,22670.0,97809.0,718.09,41.0,3.926829268292683,73779.49,18.0
2014-07-29,8325936.32,6673852.31,324,321,18711.0,72733.0,1116.12,42.0,4.071428571428571,193185.56,12.0
2014-07-30,9849002.97,7950504.57,392,389,24281.0,81246.0,1361.7,41.0,3.926829268292683,108598.16,16.0
2014-07-31,12499623.55,10113088.37,513,510,19708.0,101207.0,1598.62,32.0,3.53125,153852.89,12.0
2014-08-01,10268362.3,8266400.63,400,398,24466.0,115362.0,1911.02,43.0,4.255813953488372,87038.66,15.0
2014-08-02,9437585.35,7486465.1,365,362,24590.0,104410.0,1594.28,42.0,4.0476190476190474,148087.99,12.0
2014-08-03,8311634.97,6613684.99,353,350,27896.0,129445.0,1567.93,55.0,3.890909090909091,219293.07,12.0
2014-08-04,7920532.02,6253439.86,272,268,25170.0,101848.0,1640.91,48.0,4.0,120830.06,14.0
2014-08-05,4783590.74,3865614.98,165,164,25018.0,86055.0,1655.05,45.0,4.155555555555556,241095.05,16.0
2014-08-06,5768372.14,4433911.0,220,216,23442.0,121906.0,918.87,51.0,3.9607843137254903,69264.65,14.0
2014-08-07,4368310.48,3451434.03,174,174,23454.0,102654.0,852.99,40.0,3.875,127932.14,16.0
2014-08-08,2772020.29,2220747.24,104,104,23334.0,121130.0,583.75,41.0,4.219512195121951,145471.91999999998,17.0
2014-08-09,3001539.63,2354553.12,128,125,25341.0,126650.0,411.5,48.0,4.0,77034.22,12.0
2014-08-10,3823485.27,3003127.77,152,151,29231.0,140174.0,747.6899999999999,40.0,3.55,220584.08,17.0
2014-08-11,4332284.65,3523421.42,155,155,23585.0,106386.0,550.81,47.0,4.0625,172346.44,13.0
2014-08-12,4968367.41,3950793.43,199,195,26756.0,99842.0,550.99,33.0,4.0,248853.48,16.0
2014-08-13,5893608.69,4708354.21,250,249,27052.0,105616.0,871.18,53.0,4.169811320754717,311664.85,9.0
2014-08-14,5049141.59,3986642.15,223,221,24462.0,95230.0,905.07,43.0,3.7209302325581395,300549.5,12.0
2014-08-15,4964547.64,3886890.99,193,193,26593.0,111317.0,1045.58,36.0,3.9166666666666665,193154.11,9.0
2014-08-16,4183136.08,3312917.75,163,161,23490.0,108705.0,1019.66,43.0,4.209302325581396,185231.64,16.0
2014-08-17,4553293.21,3569236.73,188,186,27595.0,123897.0,906.15,42.0,3.953488372093023,225629.65,12.0
2014-08-18,3852897.93,3032853.62,177,176,24284.0,92056.0,751.72,43.0,3.86046511627907,268208.6,10.0
2014-08-19,5491853.95,4329773.16,222,222,27530.0,130665.0,1003.36,40.0,3.75,167869.85,19.0
2014-08-20,6252896.94,5003338.92,244,242,26262.0,141919.0,886.38,37.0,4.0,240698.03,12.0
2014-08-21,5420386.94,4272987.79,196,196,24400.0,124494.0,1096.36,43.0,4.069767441860465,141022.35,9.0
2014-08-22,3980335.94,3221586.25,142,142,27609.0,122171.0,815.31,51.0,3.8823529411764706,250961.84,17.0
2014-08-23,3604919.44,2824202.4,141,140,20691.0,70328.0,629.62,44.0,3.9545454545454546,110300.07,22.0
2014-08-24,3975022.95,3208598.81,171,170,24220.0,109986.0,836.03,42.0,3.9523809523809526,241969.12,15.0
2014-08-25,4982068.72,3931111.8,192,191,22239.0,121773.0,722.77,41.0,3.6097560975609757,176836.25,13.0
2014-08-26,5315751.01,4151656.84,225,223,26573.0,139315.0,952.02,42.0,4.119047619047619,151029.44,9.0
2014-08-27,7880420.55,6267001.76,309,305,24745.0,121324.0,1006.36,32.0,3.4375,208995.73,13.0
2014-08-28,13900846.53,11188888.43,587,576,24844.0,112442.0,1334.61,40.0,4.025,153326.55,23.0
2014-08-29,12683009.27,10136587.4,569,565,21406.0,91997.0,1974.15,43.0,3.697674418604651,184028.98,12.0
2014-08-30,11574198.37,9088009.4,468,466,24035.0,110772.0,2030.38,46.0,3.6739130434782608,210168.01,15.0
2014-08-31,11951398.65,9415326.58,460,455,26386.0,93476.0,2422.93,49.0,4.020408163265306,153775.21,25.0
2014-09-01,10306541.25,8432677.93,387,386,15632.0,65725.0,2093.12,50.0,4.22,159249.51,11.0
2014-09-02,1980913.22,1699049.31,77,77,17927.0,89498.0,1596.82,47.0,3.9148936170212765,65852.77,13.0
2014-09-03,2013419.84,1783705.47,69,68,18132.0,84311.0,1201.42,49.0,3.9183673469387754,129067.1,16.0
2014-09-04,2079554.62,1858190.69,80,80,18744.0,80286.0,663.21,51.0,3.823529411764706,180384.38,26.0
2014-09-05,3009749.32,2650108.54,106,106,16761.0,82021.0,305.21999999999997,43.0,4.023255813953488,183591.29,14.0
2014-09-06,2651615.67,2379303.77,112,112,16392.0,61013.0,416.39,39.0,4.0,143581.41,18.0
2014-09-07,3257294.39,2733813.81,135,135,16882.0,62446.0,454.19,38.0,4.052631578947368,314942.36,16.0
2014-09-08,3789247.34,3234658.91,148,145,19692.0,82611.0,464.27,26.0,4.076923076923077,298979.54000000004,13.0
2014-09-09,3050893.58,2636295.62,126,125,17866.0,93827.0,620.01,43.0,3.9767441860465116,91756.15,15.0
2014-09-10,2734213.18,2344334.17,119,119,17022.0,68700.0,678.87,33.0,3.393939393939394,179874.19,10.0
2014-09-11,3603376.76,3063452.95,154,154,20363.0,73927.0,544.34,51.0,3.8627450980392157,206382.28,17.0
2014-09-12,3387921.49,2941397.85,137,137,18930.0,68622.0,654.16,45.0,3.977777777777778,190879.91,21.0
2014-09-13,4488375.88,3882301.0,188,188,16596.0,69578.0,678.3,45.0,3.7333333333333334,173768.35,16.0
2014-09-14,4664595.04,4241668.09,205,204,18068.0,86883.0,689.51,47.0,3.8085106382978724,157186.18,19.0
2014-09-15,3434401.74,2989155.15,171,171,19576.0,77829.0,754.42,34.0,4.176470588235294,86374.28,17.0
2014-09-16,3499018.93,3094674.95,133,133,17833.0,89080.0,619.76,38.0,3.9210526315789473,84389.4,7.0
2014-09-17,2159581.94,1891350.86,114,113,19329.0,74137.0,807.34,48.0,3.75,196018.53,18.0
2014-09-18,3245614.46,2827312.43,143,143,16909.0,86844.0,659.11,26.0,3.9615384615384617,143292.76,14.0
2014-09-19,3152106.06,2800614.8,143,141,17146.0,80820.0,621.74,32.0,3.875,333154.46,14.0
2014-09-20,3934660.56,3508771.25,171,171,18727.0,92596.0,728.81,41.0,3.8292682926829267,123451.41,25.0
2014-09-21,4973677.98,4472971.42,207,204,20058.0,105471.0,861.4,36.0,4.111111111111111,247690.46,19.0
2014-09-22,4691002.44,4096769.99,208,207,18738.0,90705.0,917.29,28.0,3.9642857142857144,171624.62,19.0
2014-09-23,3267077.04,2950868.62,130,130,16222.0,84429.0,818.46,28.0,4.285714285714286,286147.53,16.0
2014-09-24,3651189.03,3193891.83,150,148,20395.0,70771.0,997.66,37.0,3.945945945945946,139526.93,13.0
2014-09-25,3991936.34,3513164.66,179,179,16861.0,58732.0,790.68,41.0,4.024390243902439,77465.24,18.0
2014-09-26,4802241.84,4364819.46,212,212,16789.0,81845.0,674.17,37.0,3.789473684210526,128189.7,11.0
2014-09-27,5922266.1,5104748.73,337,333,17582.0,90452.0,1182.34,39.0,3.769230769230769,62902.97,14.0
2014-09-28,6894981.49,6104020.61,335,330,16535.0,72467.0,1538.27,39.0,3.7948717948717947,14467.11,17.0
2014-09-29,6358369.55,5385912.36,324,320,18334.0,75135.0,1793.85,41.0,3.5609756097560976,102717.2,11.0
2014-09-30,5625701.93,4992117.65,264,263,18116.0,65756.0,1421.28,30.0,4.033333333333333,115199.33,20.0
2014-10-01,4131059.59,3367707.8,181,179,13714.0,47236.0,1512.7,25.0,4.0,147064.63,18.0
2014-10-02,2166020.29,1638411.83,78,78,14951.0,64104.0,1051.99,33.0,4.03030303030303,107406.49,8.0
2014-10-03,2713373.58,2209685.83,102,101,14457.0,65675.0,876.09,37.0,4.027027027027027,91616.27,12.0
2014-10-04,3061013.56,2383424.37,122,122,17077.0,80251.0,583.38,31.0,4.0,18641.059999999998,7.0
2014-10-05,3514973.01,2703049.67,137,137,15183.0,55577.0,514.99,35.0,4.228571428571429,73487.59,17.0
2014-10-06,4584954.57,3714150.0,168,166,12954.0,70101.0,329.6,31.0,4.032258064516129,154546.57,22.0
2014-10-07,3826571.36,3029706.85,134,133,17560.0,82066.0,601.26,36.0,3.9444444444444446,159254.98,18.0
2014-10-08,3298742.48,2595357.42,118,115,15104.0,75821.0,600.02,31.0,4.129032258064516,162151.80000000002,11.0
2014-10-09,2480246.09,1949299.28,100,99,14880.0,63532.0,584.98,36.0,3.8378378378378377,142740.66,16.0
2014-10-10,3324677.65,2616526.38,113,112,13932.0,45811.0,393.08,28.0,4.071428571428571,124890.61,15.0
2014-10-11,3249272.4,2455378.82,129,129,15700.0,51310.0,558.3,25.0,4.2,246015.36,9.0
2014-10-12,3964814.61,3263898.52,156,153,13762.0,57265.0,489.90999999999997,32.0,3.9375,68341.96,15.0
